"Date","Public","Member","Group","School","Birthdays","Total","Weather","","","","","","","","","","","","","","","","","",""
"3/2/12","522","342","17","31","0","1,312","Cloudy","","","","","","","","","","","","","","","","","",""
"3/1/12","239","276","56","0","0","1,001","Cloudy","","","","","","","","","","","","","","","","","",""
"2/29/12","296","264","0","0","0","1,061","Cloudy","","","","","","","","","","","","","","","","","",""
"2/28/12","360","232","12","0","0","882","Cloudy","","","","","","","","","","","","","","","","","",""
"2/27/12","477","253","18","72","0","933","Sunny","","","","","","","","","","","","","","","","","",""
"2/26/12","1290","932","10","0","68","2,300","Sunny","","","","","","","","","","","","","","","","","",""
"2/25/12","2330","934","8","0","116","3,388","Rainy","","","","","","","","","","","","","","","","","",""
"2/24/12","1019","641","30","58","0","2,297","Rainy","","","","","","","","","","","","","","","","","",""
"2/23/12","434","279","0","43","0","1,051","Sunny","","","","","","","","","","","","","","","","","",""
"2/22/12","463","225","0","16","0","956","Sunny","","","","","","","","","","","","","","","","","",""
"2/21/12","560","265","14","6","0","1,046","Rainy","","","","","","","","","","","","","","","","","",""
"2/20/12","673","327","0","27","0","1,084","Cloudy","","","","","","","","","","","","","","","","","",""
"2/19/12","1829","925","81","0","121","2,956","Cloudy","","","","","","","","","","","","","","","","","",""
"2/18/12","1618","1150","39","0","59","2,866","Rainy","","","","","","","","","","","","","","","","","",""
"2/17/12","1370","1004","127","98","0","2,879","Cloudy","","","","","","","","","","","","","","","","","",""
"2/16/12","522","410","16","29","0","1,272","Rainy","","","","","","","","","","","","","","","","","",""
"2/15/12","294","242","48","30","0","742","Sunny","","","","","","","","","","","","","","","","","",""
"2/14/12","353","193","11","14","0","650","Sunny","","","","","","","","","","","","","","","","","",""
"2/13/12","376","281","0","0","0","804","Sunny","","","","","","","","","","","","","","","","","",""
"2/12/12","1201","901","103","0","68","2,273","Rainy","","","","","","","","","","","","","","","","","",""
"2/11/12","1124","687","23","0","76","1,910","Rainy","","","","","","","","","","","","","","","","","",""
"2/10/12","599","442","14","26","0","1,233","Rainy","","","","","","","","","","","","","","","","","",""
"2/9/12","387","270","19","7","0","728","Rainy","","","","","","","","","","","","","","","","","",""
"2/8/12","254","221","32","0","0","640","Rainy","","","","","","","","","","","","","","","","","",""
"2/7/12","229","144","0","23","0","426","Sunny","","","","","","","","","","","","","","","","","",""
"2/6/12","379","519","17","7","0","1,242","Sunny","","","","","","","","","","","","","","","","","",""
"2/5/12","903","552","0","0","31","1,486","Sunny","","","","","","","","","","","","","","","","","",""
"2/4/12","1020","523","10","40","61","1,654","Sunny","","","","","","","","","","","","","","","","","",""
"2/3/12","520","514","0","21","0","1,261","Sunny","","","","","","","","","","","","","","","","","",""
"2/2/12","201","158","25","13","0","534","Sunny","","","","","","","","","","","","","","","","","",""
"2/1/12","301","185","0","156","0","757","Sunny","","","","","","","","","","","","","","","","","",""
"1/31/12","347","231","49","16","0","840","Rainy","","","","","","","","","","","","","","","","","",""
"1/30/12","372","307","0","20","0","765","Cloudy","","","","","","","","","","","","","","","","","",""
"1/29/12","3470","975","0","0","57","4,502","Sunny","","","","","","","","","","","","","","","","","",""
"1/28/12","1161","854","14","0","64","2,093","Rainy","","","","","","","","","","","","","","","","","",""
"1/27/12","571","418","94","48","0","1,257","Rainy","","","","","","","","","","","","","","","","","",""
"1/26/12","282","242","57","12","0","764","Sunny","","","","","","","","","","","","","","","","","",""
"1/25/12","283","202","16","25","0","753","Rainy","","","","","","","","","","","","","","","","","",""
"1/24/12","496","225","36","16","0","889","Rainy","","","","","","","","","","","","","","","","","",""
"1/23/12","389","272","50","42","0","900","Sunny","","","","","","","","","","","","","","","","","",""
"1/22/12","1056","936","0","0","12","2,004","Rainy","","","","","","","","","","","","","","","","","",""
"1/21/12","1029","644","0","0","86","1,759","Sunny","","","","","","","","","","","","","","","","","",""
"1/20/12","382","220","34","18","0","828","Rainy","","","","","","","","","","","","","","","","","",""
"1/19/12","203","153","34","3","0","454","Sunny","","","","","","","","","","","","","","","","","",""
"1/18/12","186","142","38","104","0","470","Snowy","","","","","","","","","","","","","","","","","",""
"1/17/12","205","139","0","0","0","344","Sunny","","","","","","","","","","","","","","","","","",""
"1/16/12","302","196","18","0","0","516","Snowy","","","","","","","","","","","","","","","","","",""
"1/15/12","771","570","16","0","72","1,429","Sunny","","","","","","","","","","","","","","","","","",""
"1/14/12","858","588","125","0","45","1,616","Sunny","","","","","","","","","","","","","","","","","",""
"1/13/12","269","261","112","0","0","774","Sunny","","","","","","","","","","","","","","","","","",""
"1/12/12","255","198","0","0","0","465","Sunny","","","","","","","","","","","","","","","","","",""
"1/11/12","201","187","146","34","0","689","Sunny","","","","","","","","","","","","","","","","","",""
"1/10/12","230","160","0","0","0","390","Sunny","","","","","","","","","","","","","","","","","",""
"1/9/12","236","155","0","26","0","417","Sunny","","","","","","","","","","","","","","","","","",""
"1/8/12","1023","847","20","0","29","1,919","Rainy","","","","","","","","","","","","","","","","","",""
"1/7/12","1095","847","33","0","40","2,015","Rainy","","","","","","","","","","","","","","","","","",""
"1/6/12","372","313","0","0","0","766","Sunny","","","","","","","","","","","","","","","","","",""
"1/5/12","355","200","18","0","0","573","Sunny","","","","","","","","","","","","","","","","","",""
"1/4/12","400","182","0","0","0","582","Rainy","","","","","","","","","","","","","","","","","",""
"1/3/12","611","179","15","0","0","805","Rainy","","","","","","","","","","","","","","","","","",""
"1/2/12","1146","905","0","0","0","2,051","Rainy","","","","","","","","","","","","","","","","","",""
"1/1/12","645","415","0","0","0","1,060","Rainy","","","","","","","","","","","","","","","","","",""
"12/31/11","641","479","72","0","0","1,192","Sunny","","","","","","","","","","","","","","","","","",""
"12/30/11","1486","836","126","0","0","2,448","Sunny","","","","","","","","","","","","","","","","","",""
"12/29/11","1882","967","27","0","0","2,876","Rainy","","","","","","","","","","","","","","","","","",""
"12/28/11","1684","835","30","0","12","2,561","Rainy","","","","","","","","","","","","","","","","","",""
"12/27/11","1527","763","0","0","0","2,290","Rainy","","","","","","","","","","","","","","","","","",""
"12/26/11","655","292","38","0","0","985","Rainy","","","","","","","","","","","","","","","","","",""
"12/24/11","438","260","0","0","0","698","Sunny","","","","","","","","","","","","","","","","","",""
"12/23/11","589","312","0","0","0","901","Sunny","","","","","","","","","","","","","","","","","",""
"12/22/11","701","428","77","0","0","1,206","Sunny","","","","","","","","","","","","","","","","","",""
"12/21/11","633","433","26","0","0","1,092","Sunny","","","","","","","","","","","","","","","","","",""
"12/20/11","764","488","420","0","0","1,672","Cloudy","","","","","","","","","","","","","","","","","",""
"12/19/11","773","469","57","0","0","1,299","Cloudy","","","","","","","","","","","","","","","","","",""
"12/18/11","408","388","126","0","49","971","Sunny","","","","","","","","","","","","","","","","","",""
"12/17/11","0","0","0","0","31","31","Sunny","","","","","","","","","","","","","","","","","",""
"12/16/11","264","152","0","0","0","529","Rainy","","","","","","","","","","","","","","","","","",""
"12/15/11","184","131","0","0","0","506","Cloudy","","","","","","","","","","","","","","","","","",""
"12/14/11","191","94","0","0","0","316","Cloudy","","","","","","","","","","","","","","","","","",""
"12/13/11","129","92","0","0","0","248","Cloudy","","","","","","","","","","","","","","","","","",""
"12/12/11","234","94","0","6","0","457","Sunny","","","","","","","","","","","","","","","","","",""
"12/11/11","528","378","0","0","69","975","Sunny","","","","","","","","","","","","","","","","","",""
"12/10/11","605","286","0","0","92","983","Sunny","","","","","","","","","","","","","","","","","",""
"12/9/11","204","126","0","20","0","398","Sunny","","","","","","","","","","","","","","","","","",""
"12/8/11","144","113","0","0","0","436","Sunny","","","","","","","","","","","","","","","","","",""
"12/7/11","231","90","0","0","0","529","Sunny","","","","","","","","","","","","","","","","","",""
"12/6/11","191","128","69","0","0","698","Sunny","","","","","","","","","","","","","","","","","",""
"12/5/11","125","79","11","0","0","395","Sunny","","","","","","","","","","","","","","","","","",""
"12/4/11","561","382","20","0","45","1,008","Sunny","","","","","","","","","","","","","","","","","",""
"12/1/11","125","106","49","0","0","461","Sunny","","","","","","","","","","","","","","","","","",""
"11/30/11","157","103","0","165","0","906","Sunny","","","","","","","","","","","","","","","","","",""
"11/29/11","174","91","0","0","0","585","Sunny","","","","","","","","","","","","","","","","","",""
"11/28/11","258","113","0","0","0","496","Sunny","","","","","","","","","","","","","","","","","",""
"11/27/11","439","411","0","0","66","916","Sunny","","","","","","","","","","","","","","","","","",""
"11/26/11","920","414","32","21","98","1,485","Rainy","","","","","","","","","","","","","","","","","",""
"11/25/11","385","315","24","0","0","798","Sunny","","","","","","","","","","","","","","","","","",""
"11/24/11","289","178","21","21","0","858","Rainy","","","","","","","","","","","","","","","","","",""
"11/23/11","201","141","24","29","0","597","Sunny","","","","","","","","","","","","","","","","","",""
"11/22/11","230","109","28","37","0","829","Rainy","","","","","","","","","","","","","","","","","",""
"11/21/11","314","121","0","0","0","470","Rainy","","","","","","","","","","","","","","","","","",""
"11/20/11","641","351","15","0","46","1,053","Sunny","","","","","","","","","","","","","","","","","",""
"11/19/11","745","318","11","0","38","1,112","Sunny","","","","","","","","","","","","","","","","","",""
"11/18/11","325","129","0","0","0","693","Sunny","","","","","","","","","","","","","","","","","",""
"11/17/11","153","96","0","102","0","548","Rainy","","","","","","","","","","","","","","","","","",""
"11/16/11","155","89","0","122","0","461","Rainy","","","","","","","","","","","","","","","","","",""
"11/15/11","124","84","13","0","0","326","Sunny","","","","","","","","","","","","","","","","","",""
"11/14/11","602","482","61","0","0","1,145","Sunny","","","","","","","","","","","","","","","","","",""
"11/13/11","882","556","0","0","21","1,459","Sunny","","","","","","","","","","","","","","","","","",""
"11/12/11","1501","540","25","0","25","2,091","Rainy","","","","","","","","","","","","","","","","","",""
"11/11/11","1511","834","0","0","0","2,345","Sunny","","","","","","","","","","","","","","","","","",""
"11/10/11","233","202","0","0","0","435","Cloudy","","","","","","","","","","","","","","","","","",""
"11/9/11","193","124","0","0","0","367","Sunny","","","","","","","","","","","","","","","","","",""
"11/8/11","253","135","36","0","0","553","Cloudy","","","","","","","","","","","","","","","","","",""
"11/7/11","263","106","0","0","0","497","Cloudy","","","","","","","","","","","","","","","","","",""
"11/6/11","714","393","0","0","145","1,252","Sunny","","","","","","","","","","","","","","","","","",""
"11/5/11","721","353","0","24","48","1,146","Sunny","","","","","","","","","","","","","","","","","",""
"11/4/11","221","134","59","27","0","537","Sunny","","","","","","","","","","","","","","","","","",""
"11/3/11","157","129","0","43","0","359","Sunny","","","","","","","","","","","","","","","","","",""
